IDfg,Name,playerID,awardID,yearID,lgID,tie,notes
1176.0,Placido Polanco,polanpl01,ALCS MVP,2006,AL,,
1286.0,Michael Young,youngmi02,All-Star Game MVP,2006,ML,,
10.0,David Eckstein,eckstda01,Babe Ruth Award,2006,AL,,SS
1006468.0,Jim Johnson,johnsji04,Comeback Player of the Year,2006,AL,,
190.0,Nomar Garciaparra,garcino01,Comeback Player of the Year,2006,NL,,
755.0,Johan Santana,santajo01,Cy Young Award,2006,AL,,
1692.0,Brandon Webb,webbbr01,Cy Young Award,2006,NL,,
1281.0,Mark Teixeira,teixema01,Gold Glove,2006,AL,,1B
653.0,Mark Grudzielanek,grudzma01,Gold Glove,2006,AL,,2B
906.0,Eric Chavez,chaveer01,Gold Glove,2006,AL,,3B
1275.0,Ivan Rodriguez,rodriiv01,Gold Glove,2006,AL,,C
731.0,Torii Hunter,hunteto01,Gold Glove,2006,AL,,OF
1101.0,Ichiro Suzuki,suzukic01,Gold Glove,2006,AL,,OF
1326.0,Vernon Wells,wellsve01,Gold Glove,2006,AL,,OF
1277.0,Kenny Rogers,rogerke01,Gold Glove,2006,AL,,P
826.0,Derek Jeter,jeterde01,Gold Glove,2006,AL,,SS
1177.0,Albert Pujols,pujolal01,Gold Glove,2006,NL,,1B
1307.0,Orlando Hudson,hudsoor01,Gold Glove,2006,NL,,2B
970.0,Scott Rolen,rolensc01,Gold Glove,2006,NL,,3B
546.0,Brad Ausmus,ausmubr01,Gold Glove,2006,NL,,C
589.0,Carlos Beltran,beltrca01,Gold Glove,2006,NL,,OF
1070.0,Mike Cameron,camermi01,Gold Glove,2006,NL,,OF
96.0,Andruw Jones,jonesan01,Gold Glove,2006,NL,,OF
104.0,Greg Maddux,maddugr01,Gold Glove,2006,NL,,P
411.0,Omar Vizquel,vizquom01,Gold Glove,2006,NL,,SS
826.0,Derek Jeter,jeterde01,Hank Aaron Award,2006,AL,,
2154.0,Ryan Howard,howarry01,Hank Aaron Award,2006,NL,,
1383.0,Mark Loretta,loretma01,Hutch Award,2006,ML,,
1035.0,Trevor Hoffman,hoffmtr01,Lou Gehrig Memorial Award,2006,ML,,
1737.0,Justin Morneau,morneju01,Most Valuable Player,2006,AL,,
2154.0,Ryan Howard,howarry01,Most Valuable Player,2006,NL,,
633.0,Jeff Suppan,suppaje01,NLCS MVP,2006,NL,,
755.0,Johan Santana,santajo01,Pitching Triple Crown,2006,AL,,
1297.0,Carlos Delgado,delgaca01,Roberto Clemente Award,2006,ML,,
1642.0,Francisco Rodriguez,rodrifr03,Reliever of the Year Award,2006,AL,,
1035.0,Trevor Hoffman,hoffmtr01,Reliever of the Year Award,2006,NL,,
8700.0,Justin Verlander,verlaju01,Rookie of the Year,2006,AL,,
8001.0,Hanley Ramirez,ramirha01,Rookie of the Year,2006,NL,,
1737.0,Justin Morneau,morneju01,Silver Slugger,2006,AL,,1B
3269.0,Robinson Cano,canoro01,Silver Slugger,2006,AL,,2B
227.0,Joe Crede,credejo01,Silver Slugger,2006,AL,,3B
1857.0,Joe Mauer,mauerjo01,Silver Slugger,2006,AL,,C
745.0,David Ortiz,ortizda01,Silver Slugger,2006,AL,,DH
911.0,Jermaine Dye,dyeje01,Silver Slugger,2006,AL,,OF
778.0,Vladimir Guerrero,guerrvl01,Silver Slugger,2006,AL,,OF
210.0,Manny Ramirez,ramirma02,Silver Slugger,2006,AL,,OF
826.0,Derek Jeter,jeterde01,Silver Slugger,2006,AL,,SS
2154.0,Ryan Howard,howarry01,Silver Slugger,2006,NL,,1B
1679.0,Chase Utley,utleych01,Silver Slugger,2006,NL,,2B
1744.0,Miguel Cabrera,cabremi01,Silver Slugger,2006,NL,,3B
4810.0,Brian McCann,mccanbr01,Silver Slugger,2006,NL,,C
589.0,Carlos Beltran,beltrca01,Silver Slugger,2006,NL,,OF
1873.0,Matt Holliday,hollima01,Silver Slugger,2006,NL,,OF
847.0,Alfonso Soriano,soriaal01,Silver Slugger,2006,NL,,OF
305.0,Carlos Zambrano,zambrca01,Silver Slugger,2006,NL,,P
1736.0,Jose Reyes,reyesjo01,Silver Slugger,2006,NL,,SS
1737.0,Justin Morneau,morneju01,TSN All-Star,2006,AL,,1B
3269.0,Robinson Cano,canoro01,TSN All-Star,2006,AL,,2B
227.0,Joe Crede,credejo01,TSN All-Star,2006,AL,,3B
1857.0,Joe Mauer,mauerjo01,TSN All-Star,2006,AL,,C
745.0,David Ortiz,ortizda01,TSN All-Star,2006,AL,,DH
911.0,Jermaine Dye,dyeje01,TSN All-Star,2006,AL,,OF
210.0,Manny Ramirez,ramirma02,TSN All-Star,2006,AL,,OF
1326.0,Vernon Wells,wellsve01,TSN All-Star,2006,AL,,OF
826.0,Derek Jeter,jeterde01,TSN All-Star,2006,AL,,SS
2154.0,Ryan Howard,howarry01,TSN All-Star,2006,NL,,1B
1679.0,Chase Utley,utleych01,TSN All-Star,2006,NL,,2B
3787.0,David Wright,wrighda03,TSN All-Star,2006,NL,,3B
4810.0,Brian McCann,mccanbr01,TSN All-Star,2006,NL,,C
589.0,Carlos Beltran,beltrca01,TSN All-Star,2006,NL,,OF
548.0,Lance Berkman,berkmla01,TSN All-Star,2006,NL,Y,OF
96.0,Andruw Jones,jonesan01,TSN All-Star,2006,NL,Y,OF
847.0,Alfonso Soriano,soriaal01,TSN All-Star,2006,NL,,OF
